Geneid	5: Tophat2 on data 28, data 24, and others: accepted_hits	6: Tophat2 on data 47, data 67, and others: accepted_hits
ENSG00000202487	0	0
ENSG00000232935	0	0
ENSG00000223528	0	0
ENSG00000188916	0	0
ENSG00000214285	0	0
ENSG00000188722	0	0
ENSG00000186766	0	0
ENSG00000180745	0	0
ENSG00000132334	510	240
ENSG00000232259	0	0
ENSG00000227076	0	0
ENSG00000148773	74	98
ENSG00000234640	2	4
ENSG00000231308	0	0
ENSG00000224190	0	0
ENSG00000232985	0	0
ENSG00000225424	0	0
ENSG00000170430	72	86
ENSG00000237224	0	0
ENSG00000227374	1	2
ENSG00000228671	12	11
ENSG00000108001	0	0
ENSG00000234440	0	0
ENSG00000237489	21	22
ENSG00000233122	8	15
ENSG00000233319	0	0
ENSG00000108010	360	178
ENSG00000203417	2	7
ENSG00000237364	1	0
ENSG00000236303	0	0
ENSG00000222997	0	0
ENSG00000176769	1	2
ENSG00000230098	0	0
ENSG00000223835	0	0
ENSG00000189275	0	0
ENSG00000175470	741	867
ENSG00000176171	102	132
ENSG00000188385	8	16
ENSG00000235010	1	3
ENSG00000151640	177	137
ENSG00000165752	152	241
ENSG00000148814	41	53
ENSG00000171813	202	477
ENSG00000231705	0	0
ENSG00000234311	2	0
ENSG00000180066	4	9
ENSG00000226900	0	0
ENSG00000229081	0	0
ENSG00000068383	229	241
ENSG00000234531	0	0
ENSG00000148826	0	2
ENSG00000171811	0	3
ENSG00000232903	0	0
ENSG00000224758	0	0
ENSG00000240707	0	0
ENSG00000197177	0	0
ENSG00000256925	0	0
ENSG00000203268	0	0
ENSG00000235264	31	34
ENSG00000171798	0	2
ENSG00000171794	2	2
ENSG00000151650	4	6
ENSG00000166917	0	3
ENSG00000199089	0	0
ENSG00000151651	1259	2278
ENSG00000130640	978	1150
ENSG00000235245	24	69
ENSG00000198546	231	247
ENSG00000130643	11	15
ENSG00000230306	11	16
ENSG00000226699	3	1
ENSG00000165828	3	6
ENSG00000148803	79	123
ENSG00000127884	270	469
ENSG00000148832	165	407
ENSG00000254536	0	0
ENSG00000148824	76	95
ENSG00000203772	44	55
ENSG00000214279	24	34
ENSG00000130649	2	14
ENSG00000171772	5	0
ENSG00000230786	4	3
ENSG00000233685	9	5
ENSG00000225899	0	1
ENSG00000213543	0	0
ENSG00000233435	4	1
ENSG00000258939	0	0
ENSG00000230468	0	0
ENSG00000221108	0	0
ENSG00000237635	0	0
ENSG00000258911	0	0
ENSG00000258434	0	0
ENSG00000259139	0	0
ENSG00000258617	0	0
ENSG00000258514	0	0
ENSG00000235950	0	0
ENSG00000226880	4	0
ENSG00000213147	37	37
